50.2955	1
50.2955	2
50.2955	3
50.2955	4
50.2955	5
50.2955	6
50.2955	7
50.2955	8
50.2955	9
50.2955	10
51.2955	0
51.2955	1
51.5285	0
51.5285	1
51.5285	2
51.6797	0
51.6797	1
51.6797	2
51.6797	3
51.6797	4
51.8406	2
51.8406	3
51.8406	4
51.8406	5
51.8445	3
51.8445	4
51.8445	5
52.0054	3
52.0054	4
52.0054	5
52.0093	3
52.0093	4
52.0093	5
52.0093	6
52.178	4
52.178	5
52.178	6
52.1818	4
52.1818	5
52.1818	6
52.1857	4
52.1857	5
52.1857	6
52.1857	7
52.3583	5
52.3583	6
52.3583	7
52.3621	5
52.3621	6
52.3621	7
52.366	5
52.366	6
52.366	7
52.5502	5
52.5502	6
52.5502	7
52.5502	8
52.5541	6
52.5541	7
52.5541	8
52.5579	6
52.5579	7
52.5579	8
52.7576	6
52.7576	7
52.7576	8
52.7615	6
52.7615	7
52.7615	8
52.7615	9
52.7654	7
52.7654	8
52.7654	9
52.7693	7
52.7693	8
52.7693	9
53.0038	7
53.0038	8
53.0038	9
53.0077	7
53.0077	8
53.0077	9
53.0077	10
53.0116	8
53.0116	9
53.0116	10
53.0155	8
53.0155	9
53.0155	10
53.2174	9
53.2174	10
53.2985	8
53.2985	9
53.2985	10
53.3024	8
53.3024	9
53.3024	10
53.3063	8
53.3063	9
53.3063	10
53.3063	11
53.3102	9
53.3102	10
53.3102	11
53.5121	10
53.5121	11
53.5932	10
53.5932	11
53.5951	10
53.5951	11
53.5971	9
53.5971	10
53.599	9
53.601	8
53.6029	7
53.6029	8
53.6048	7
53.6048	8
53.6068	7
53.6068	8
53.8898	6
53.8898	7
53.8918	6
53.8918	7
53.8937	6
53.8937	7
53.8937	8
53.8956	6
53.8956	7
53.8976	6
53.8976	7
53.8995	6
53.8995	7
54.1845	6
54.1845	7
54.1845	8
54.1864	7
54.1864	8
54.1884	7
54.1884	8
54.1903	7
54.1903	8
54.1922	7
54.1922	8
54.1922	9
54.1961	7
54.1961	8
54.1961	9
54.4831	7
54.4831	8
54.4831	9
54.485	8
54.485	9
54.4869	7
54.4869	8
54.4889	7
54.4908	6
54.4908	7
54.4928	6
54.4928	7
54.7777	5
54.7777	6
54.7797	5
54.7797	6
54.7816	5
54.7816	6
54.7835	5
54.7835	6
54.7835	7
54.7855	6
54.7855	7
54.7874	6
54.7874	7
55.0743	6
55.0743	7
55.0743	8
55.0743	9
55.0782	7
55.0782	8
55.0782	9
55.0821	7
55.0821	8
55.0821	9
55.084	8
55.084	9
55.371	7
55.371	8
55.3729	7
55.3749	6
55.3749	7
55.3768	4
55.3768	5
55.3787	4
55.3787	5
55.3807	4
55.3807	5
55.6676	4
55.6676	5
55.6676	6
55.6676	7
55.6695	6
55.6695	7
55.6715	6
55.6715	7
55.6734	6
55.6734	7
55.6734	8
55.8753	7
55.8753	8
55.9661	6
55.9661	7
55.9661	8
55.9681	7
55.9681	8
55.97	5
55.97	6
56.129	5
56.129	6
56.222	5
56.222	6
56.224	4
56.224	5
56.2259	4
56.2259	5
56.2279	4
56.2279	5
56.2279	6
56.3267	5
56.3267	6
56.3267	7
56.4217	6
56.4217	7
56.4236	6
56.4236	7
56.4236	8
56.4275	6
56.4275	7
56.4275	8
56.5283	6
56.5283	7
56.5283	8
56.6233	6
56.6233	7
56.6233	8
56.6233	9
56.6272	7
56.6272	8
56.6272	9
56.6311	7
56.6311	8
56.6311	9
56.7319	7
56.7319	8
56.7319	9
56.8346	7
56.8346	8
56.8346	9
56.8346	10
56.8385	8
56.8385	9
56.8385	10
56.8424	8
56.8424	9
56.8424	10
56.9432	8
56.9432	9
56.9432	10
57.0498	8
57.0498	9
57.0498	10
57.0537	8
57.0537	9
57.0537	10
57.0537	11
57.0576	9
57.0576	10
57.0576	11
57.0615	9
57.0615	10
57.0615	11
57.1623	9
57.1623	10
57.1623	11
57.2805	9
57.2805	10
57.2805	11
57.2844	9
57.2844	10
57.2844	11
57.2883	9
57.2883	10
57.2883	11
57.2883	12
57.2922	10
57.2922	11
57.2922	12
57.393	10
57.393	11
57.393	12
57.5267	10
57.5267	11
57.5267	12
57.5306	10
57.5306	11
57.5306	12
57.5345	10
57.5345	11
57.5345	12
57.5384	10
57.5384	11
57.5384	12
57.5384	13
57.5423	11
57.5423	12
57.5423	13
57.6431	11
57.6431	12
57.6431	13
57.8117	11
57.8117	12
57.8117	13
57.8156	11
57.8156	12
57.8156	13
57.8195	11
57.8195	12
57.8195	13
57.8234	11
57.8234	12
57.8234	13
57.8234	14
57.8272	12
57.8272	13
57.8272	14
57.9281	12
57.9281	13
57.9281	14
58.1045	12
58.1045	13
58.1045	14
58.1083	12
58.1083	13
58.1083	14
58.1122	12
58.1122	13
58.1122	14
58.1161	12
58.1161	13
58.1161	14
58.12	12
58.12	13
58.12	14
58.12	15
58.1239	13
58.1239	14
58.1239	15
58.2247	13
58.2247	14
58.2247	15
58.403	13
58.403	14
58.403	15
58.405	14
58.405	15
58.4069	13
58.4069	14
58.4089	13
58.4108	12
58.4108	13
58.4127	12
58.4127	13
58.4147	12
58.4147	13
58.4166	12
58.4166	13
58.4186	12
58.4186	13
58.4205	12
58.4205	13
58.5194	11
58.5194	12
58.5213	11
58.5213	12
58.6958	11
58.6958	12
58.6977	11
58.6977	12
58.6997	11
58.6997	12
58.7016	11
58.7016	12
58.7016	13
58.7035	12
58.7035	13
58.7055	12
58.7055	13
58.7074	12
58.7074	13
58.7093	12
58.7093	13
58.7113	12
58.7113	13
58.7132	12
58.7132	13
58.814	12
58.814	13
58.814	14
58.9788	12
58.9788	13
58.9788	14
58.9827	12
58.9827	13
58.9827	14
58.9866	12
58.9866	13
58.9866	14
58.9904	12
58.9904	13
58.9904	14
58.9943	12
58.9943	13
58.9943	14
58.9943	15
58.9982	13
58.9982	14
58.9982	15
59.099	13
59.099	14
59.099	15
59.2696	13
59.2696	14
59.2696	15
59.2735	13
59.2735	14
59.2735	15
59.2774	13
59.2774	14
59.2774	15
59.2812	13
59.2812	14
59.2812	15
59.2851	13
59.2851	14
59.2851	15
59.2851	16
59.289	14
59.289	15
59.289	16
59.3898	14
59.3898	15
59.3898	16
59.5623	14
59.5623	15
59.5623	16
59.5662	14
59.5662	15
59.5662	16
59.5701	14
59.5701	15
59.5701	16
59.574	14
59.574	15
59.574	16
59.5779	14
59.5779	15
59.5779	16
59.5817	14
59.5817	15
59.5817	16
59.5817	17
59.5856	15
59.5856	16
59.5856	17
59.6864	15
59.6864	16
59.6864	17
59.8609	15
59.8609	16
59.8609	17
59.8629	16
59.8629	17
59.8648	15
59.8648	16
59.8667	15
59.8667	16
59.8687	15
59.8687	16
59.8706	15
59.8706	16
59.8725	15
59.8725	16
59.8745	15
59.8745	16
59.8764	15
59.8764	16
59.8784	15
59.8784	16
59.8803	15
59.8803	16
59.8822	15
59.8822	16
59.9811	14
59.9811	15
59.9831	14
59.9831	15
60.1556	14
60.1556	15
60.1575	14
60.1575	15
60.1595	14
60.1595	15
60.1614	14
60.1614	15
60.1614	16
60.1633	15
60.1633	16
60.1653	15
60.1653	16
60.1672	15
60.1672	16
60.1692	15
60.1692	16
60.1711	15
60.1711	16
60.173	15
60.173	16
60.175	15
60.175	16
60.1769	15
60.1769	16
60.1789	15
60.1789	16
60.2758	15
60.2758	16
60.2758	17
60.4503	15
60.4503	16
60.4503	17
60.4541	15
60.4541	16
60.4541	17
60.458	15
60.458	16
60.458	17
60.4619	15
60.4619	16
60.4619	17
60.4658	15
60.4658	16
60.4658	17
60.4696	15
60.4696	16
60.4696	17
60.4696	18
60.4735	16
60.4735	17
60.4735	18
60.5724	16
60.5724	17
60.5724	18
60.7469	17
60.7469	18
60.7488	17
60.7488	18
60.7508	16
60.7508	17
60.7527	15
60.7527	16
60.7546	15
60.7546	16
60.7566	15
60.7566	16
60.7585	15
60.7585	16
60.7605	15
60.7605	16
60.7624	15
60.7624	16
60.7643	15
60.7643	16
60.7663	15
60.7663	16
60.7682	15
60.7682	16
60.7702	15
60.7702	16
60.8671	14
60.8671	15
60.869	14
